f_trait_id	f_trait_code	f_trait_name	f_sample_id	f_label	f_sample_name	f_kl_score
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_97	GSM5342803	Coronary artery disease (CAD)_heart_10	0.01172363381786709
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_98	GSM5342804	Coronary artery disease (CAD)_heart_11	0.007369201886853734
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_99	GSM5342805	Coronary artery disease (CAD)_heart_12	0.011044464389004038
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_100	GSM5342806	Coronary artery disease (CAD)_heart_13	0.7271413363413329
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_101	GSM5342807	Coronary artery disease (CAD)_heart_14	6.02345679035071e-17
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_102	GSM5342809	Coronary artery disease (CAD)_heart_15	0.007317050527043952
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_103	GSM5342811	Coronary artery disease (CAD)_heart_16	0.007982745151975645
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_104	GSM5342812	Coronary artery disease (CAD)_heart_17	0.006079922851189865
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_105	GSM5342814	Coronary artery disease (CAD)_heart_18	1.1475237221362633
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_106	GSM5342818	Coronary artery disease (CAD)_heart_19	0.008855775831142396
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_107	GSM5342819	Coronary artery disease (CAD)_heart_20	0.017138681085036703
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_108	GSM5342820	Coronary artery disease (CAD)_heart_21	0.005045717359970536
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_109	GSM5342821	Coronary artery disease (CAD)_heart_22	-7.247869965697871e-18
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_110	GSM5342822	Coronary artery disease (CAD)_heart_23	4.987310888081153e-17
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_111	GSM5342824	Coronary artery disease (CAD)_heart_24	0.006749142899879192
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_112	GSM5342825	Coronary artery disease (CAD)_heart_25	0.007732473084656939
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_113	GSM5342826	Coronary artery disease (CAD)_heart_26	-1.3826613954125025e-16
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_114	GSM5342827	Coronary artery disease (CAD)_heart_27	0.01997264833664429
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_115	GSM5342829	Coronary artery disease (CAD)_heart_28	0.00015991710544096323
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_116	GSE175694	Circulating leukocytes cells_PBMC_1	0.003319986343355667
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_117	GSM5344320	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_1	0.002388778628647932
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_118	GSM5344322	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_2	0.002625780307909921
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_119	GSM5344323	Circulating leukocytes cells_PBMC_2	0.007850220880531927
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_120	GSM5344324	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_3	0.0017619937185723881
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_121	GSM5344325	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_4	0.008238985869725837
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_122	GSM5344327	Circulating leukocytes cells_PBMC_3	0.0018612374186117854
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_123	GSM5344328	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_5	0.011587219306412173
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_124	GSM5344329	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_6	0.0028935855096651705
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_125	GSM5344330	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_7	0.002139455483209382
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_126	GSM5344331	Circulating leukocytes cells_PBMC_4	0.0049897102355023655
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_127	GSM5344332	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_8	0.13325420559278028
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_128	GSM5344333	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_9	0.017008794454980016
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_129	GSM5344334	Circulating leukocytes cells, Hypotension/tachycardia_PBMC_10	0.00869624806480451
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_130	GSM5344335	Circulating leukocytes cells_PBMC_5	0.006318115497568309
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_131	GSE183970	PBMC Rheumatoid arthritis_1	0.008421884946276059
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_132	GSM5575190	PBMC Rheumatoid arthritis_2	0.015795034096136203
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_133	GSM5575191	PBMC Healthy controls (Rheumatoid arthritis)	0.019017635608583133
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_134	GSM7102971	Mixture of PBMC from 2 donors_PBMC_1	0.0031479604269724895
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_135	GSM7102972	Mixture of PBMC from 2 donors_PBMC_2	0.01579329699242544
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_136	GSM7102976	Mixture of PBMC from 2 donors_PBMC_3	0.030680808239228724
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_137	GSM7102980	Mixture of PBMC from 2 donors_PBMC_4	0.007187739174678262
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_138	GSM7102981	Mixture of PBMC from 2 donors_PBMC_5	0.004767487871709957
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_139	GSM6176366	Umbilical Cord Blood mononuclear cells_Blood	0.007147605918801511
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_140	GSM6760056	Influenza_PBMC	0.008561306214822623
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_141	GSM6760057	Healthy donors_PBMC_1	0.032535129548404984
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_142	GSM6760058	Healthy donors_PBMC_2	0.005741007036423204
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_143	GSM6760059	Healthy donors_PBMC_3	0.009614398391397334
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_144	GSM6760060	Mild COVID-19_PBMC_1	0.010860131049344175
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_145	GSM6760061	Severe COVID-19_PBMC_1	0.021995153394480056
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_146	GSM6760062	Mild COVID-19_PBMC_2	0.004969529653083424
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_147	GSM6760063	Severe COVID-19_PBMC_2	0.011240456133328094
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_148	GSE220188	Methicillin-sensitive staphylococcus aureus (MSSA)_1_PBMC	0.003865888375595783
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_149	GSM6793418	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_1	0.015998795973202275
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_150	GSM6793420	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_2	0.01640130520720291
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_151	GSM6793422	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_3	0.0223858401801035
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_152	GSM6793423	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_4	0.00834242039720812
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_153	GSM6793427	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_5	0.039343500240370546
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_154	GSM6793428	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_6	0.040999940890443363
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_155	GSM6793429	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_7	0.006609097837129983
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_156	GSM6793432	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_8	0.03985319088013651
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_157	GSM6793433	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_9	0.010029576126376182
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_158	GSM6793434	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_10	0.005902089694008317
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_159	GSM6793435	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_11	0.005878979675217128
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_160	GSM6793436	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_12	0.01029872304691801
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_161	GSM6793437	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_13	0.00587662894626825
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_162	GSM6793438	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_14	0.030907817110344238
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_163	GSM6793439	Control (Methicillin-sensitive staphylococcus aureus (MSSA))_PBMC_15	0.004241177856344082
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_164	GSM6793440	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_2	0.002726620623121257
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_165	GSM6793441	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_3	0.01409500751281319
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_166	GSM6793442	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_4	0.005551842175247244
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_167	GSM6793443	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_5	0.0028744331138963702
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_168	GSM6793444	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_6	0.005905639607979865
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_169	GSM6793445	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_7	0.0023389977558328293
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_170	GSM6793446	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_8	0.00895980702618689
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_171	GSM6793447	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_9	0.008037664877450243
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_172	GSM6793448	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_10	0.005657573311721845
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_173	GSM6793449	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_11	0.004884339849283017
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_174	GSM6793450	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_12	0.007491530765337403
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_175	GSM6793451	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_13	0.013209681790573986
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_176	GSM6793452	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_14	0.002843180823998437
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_177	GSM6793454	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_15	0.012661052629113025
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_178	GSM6793455	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_16	0.02639115131323511
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_179	GSM6793456	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_17	0.009379438638193181
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_180	GSM6793457	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_18	0.004466162225443635
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_181	GSM6793458	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_19	0.016527485800974455
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_182	GSM6793459	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_20	0.0033640337383826126
trait_id_7	BBJ_AST_7	Aspartate aminotransferase_1	sample_id_183	GSM6793460	Methicillin-sensitive staphylococcus aureus (MSSA)_PBMC_21	0.031175268872533194
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_1	GSE129785_TME-All	Basal cell carcinoma (BCC)_skin	0.005934940302924358
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_2	GSE139369	Healthy blood PBMC_1	0.009893524429603172
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_3	GSE139369_Healthy	Healthy blood PBMC_2	0.009189577256357235
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_4	GSE139369_MPAL_Healthy	Mixed-phenotype acute leukemia(MPAL)	0.0052781829747904855
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_5	GSE149683_Adrenal	Adrenal gland_Fetal period	0.004017689539915925
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_6	GSE149683_Cerebellum	Cerebellum_Fetal period	0.0007700107787570192
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_7	GSE149683_Cerebrum	Cerebrum_Fetal period	0.0021833780421953494
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_8	GSE149683_Eye	Eye_Fetal period	0.0018212816768215531
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_9	GSE149683_Heart	Heart_Fetal period	0.04985121613317596
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_10	GSE149683_Intestine	Intestine_Fetal period	0.003972577492604606
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_11	GSE149683_Kidney	Kidney_Fetal period	0.0034558161598693565
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_12	GSE149683_Liver	Liver_Fetal period	0.013885084799753367
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_13	GSE149683_Lung	Lung_Fetal period	0.0008806286687044101
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_14	GSE149683_Muscle	Muscle_Fetal period	0.00839580562638775
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_15	GSE149683_Pancreas	Pancreas_Fetal period	0.0030850800670153963
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_16	GSE149683_Placenta	Placenta_Fetal period	0.003416051089674947
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_17	GSE149683_Stomach	Stomach_Fetal period	0.0029193739567357053
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_18	GSE149683_Thymus	Thymus_Fetal period	0.00272907648392228
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_19	GSE166547	Kidney paracancerous tissue	0.015836192020364934
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_20	GSE174367_scATAC_Ref	Alzheimer's Disease (AD), Frontal Cortex_brain_1	0.013068178159720008
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_21	GSE181062	Early Stage ccRCC_PBMC	0.00798008766903302
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_22	GSE195460_Control_1	Control (Diabetic kidney disease)_1	0.02778901425097887
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_23	GSE195460_Control_3	Control (Diabetic kidney disease)_2	0.01648093808567265
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_24	GSE195460_Control_4	Control (Diabetic kidney disease)_3	0.018643819542073104
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_25	GSE195460_DN_2	Diabetic kidney disease_1	0.02119244218834349
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_26	GSE195460_DN_4	Diabetic kidney disease_2	0.06465944746703141
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_27	GSE195460_DN_5	Diabetic kidney disease_3	0.029192579134642786
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_28	GSE195460_DN_6	Diabetic kidney disease_4	0.19644432964177932
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_29	GSE195460_DN_7	Diabetic kidney disease_5	0.045303081509305114
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_30	GSE195460_diabetic_kidney	Diabetic kidney disease_6	0.013013130450579205
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_31	coronary_artery_disease	Coronary arteries disease_heart	0.15488717061587615
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_32	GSE147726	Pancreatic ductal adenocarcinoma,Pancreatic normal tissue	0.009684190739650725
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_33	GSM4443845	Pancreatic normal tissue	0.01478380016699477
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_34	GSM4443847	Pancreatic ductal adenocarcinoma	0.03140648094155159
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_35	GSE151302	Polycystic Kidney disease_Kidney	0.015707458564073577
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_36	GSM4572187	Kidney_1	0.008671753968887311
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_37	GSM4572188	Kidney_2	0.020797862311535378
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_38	GSM4572189	Kidney_3	0.020005455585549038
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_39	GSE156473	Peripheral blood mononuclear cells_PBMC_1	0.011010788102401003
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_40	GSM4732109	Peripheral blood mononuclear cells_PBMC_2	0.018410952583981524
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_41	GSM4732111	Peripheral blood mononuclear cells_PBMC_3	0.01071888847465452
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_42	GSM4766850	CD8 T-cells_PBMC	0.010519356883926533
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_43	GSE157483	CD16, CD4, CD8 (Phage)_PBMC_1	0.021963008149562827
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_44	GSM4766872	CD16, CD4, CD8_PBMC	0.01466117024160242
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_45	GSM4766873	CD16, CD4, CD8 (Phage)_PBMC_2	0.009129832593585723
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_46	GSM4766874	Peripherial Blood Mononucler Cells_PBMC_1	0.02048553118059639
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_47	GSM4766875	CD16, CD4, CD8 (Phage)_PBMC_3	0.0036476923664314586
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_48	GSE157595	Ankylosing spondylitis (AS), Healthy controls_PBMC	0.011630366815158444
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_49	GSM4771370	Ankylosing spondylitis (AS)_PBMC	0.013415852673388993
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_50	GSM4771371	Healthy controls (peripheral blood)_PBMC	0.01849215590736465
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_51	GSE158280	Uremia, Healthy controls_PBMC	0.03656776116581006
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_52	GSM4796327	Healthy controls (Uremia)_PBMC	0.03171110707337879
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_53	GSE163579	Chronic lymphocytic leukemia (CLL)_PBMC_1	0.02290333681474848
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_54	GSM4982164	Chronic lymphocytic leukemia (CLL) active disease_PBMC_1	0.015996266023670096
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_55	GSM4982172	Chronic lymphocytic leukemia (CLL) active disease_PBMC_2	0.0071693331239178265
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_56	GSM4982174	Chronic lymphocytic leukemia (CLL) active disease_PBMC_3	0.18441894427149758
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_57	GSM4982176	Chronic lymphocytic leukemia (CLL) active disease_PBMC_4	0.012953748578848498
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_58	GSM4982178	Chronic lymphocytic leukemia (CLL) active disease_PBMC_5	0.01354055257873754
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_59	GSM4982179	Chronic lymphocytic leukemia (CLL) active disease_PBMC_6	0.012943193958038769
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_60	GSM4982180	Chronic lymphocytic leukemia (CLL) active disease_PBMC_7	0.009383231302845099
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_61	GSM4982181	Chronic lymphocytic leukemia (CLL) active disease_PBMC_8	0.011725706216359572
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_62	GSM4982183	Chronic lymphocytic leukemia (CLL) active disease_PBMC_9	0.01229850943048043
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_63	GSM4982185	Chronic lymphocytic leukemia (CLL) active disease_PBMC_10	0.02595579303019309
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_64	GSM4982191	Chronic lymphocytic leukemia (CLL) Richter's transformation_Bone marrow	0.06455511714534656
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_65	GSM4982193	Chronic lymphocytic leukemia (CLL) Richter's transformation_Lymph node_1	0.08946042391476125
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_66	GSM4982194	Chronic lymphocytic leukemia (CLL) Richter's transformation_Lymph node_2	0.04272413731075629
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_67	GSM4982195	Chronic lymphocytic leukemia (CLL) Richter's transformation_Lymph node_3	0.010731707023547154
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_68	GSM4982196	Chronic lymphocytic leukemia (CLL) Richter's transformation_Lymph node_4	0.017599533308417528
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_69	GSM5057721	Monocytes and dendritic cells_Blood_1	0.01111880857001118
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_70	GSM5057724	Monocytes and dendritic cells_Blood_2	0.021097394641906582
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_71	GSE165906	Monocytes and dendritic cells_Blood_3	0.006503433976637839
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_72	GSM5057811	Monocytes and dendritic cells_Blood_4	0.011772877951907176
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_73	GSM5057812	Monocytes and dendritic cells_Blood_5	0.015247196612705322
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_74	GSM5057816	Monocytes and dendritic cells_Blood_6	0.010668879221374257
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_75	GSM5057818	Monocytes and dendritic cells_Blood_7	0.04965248005123687
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_76	GSE172920	Peripherial Blood Mononucler Cells and HEK293T cell line, Phage__PBMC	8.409146557354101e-17
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_77	GSM5259069	Peripherial Blood Mononucler Cells and HEK293T cell line__PBMC	1.2405202536580668e-17
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_78	GSE172923	Peripherial Blood Mononucler Cells, Phage__PBMC	0.015144265203856599
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_79	GSM5259075	Peripherial Blood Mononucler Cells_2_PBMC	0.010354465981877389
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_80	GSM5259077	Peripherial Blood Mononucler Cells_3_PBMC	0.010029050488191176
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_81	GSM5259079	Peripherial Blood Mononucler Cells_4_PBMC	0.007658648900252324
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_82	GSE173811	Chronic lymphocytic leukemia (CLL)_2_PBMC	0.009659614489098202
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_83	GSE174367	Alzheimer's Disease (AD), Frontal Cortex_brain_2	0.018237445121028328
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_84	GSM5292858	Alzheimer's Disease (AD), Frontal Cortex_brain_3	0.014720319225507848
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_85	GSM5292863	Alzheimer's Disease (AD), Frontal Cortex_brain_4	0.04125938244608806
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_86	GSM5292866	Alzheimer's Disease (AD), Frontal Cortex_brain_5	0.026729743360387935
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_87	GSM5292875	Alzheimer's Disease (AD), Frontal Cortex_brain_6	0.023057401141400327
trait_id_8	BBJ_Age_at_Menarche_8	Age at menarche_1	sample_id_88	GSE175621	Coronary artery disease (CAD)_heart_1	0.13977314130895438
